Reference ID,Category,Name,Tiers - Level 1 (from Child ERS(s)),Local Controls (Linked),Framework (from Local Controls (Linked)),Sort Order
ER-29,Policy,[Policy] Background Checks,Security,"REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA,REQ-11,A.06.01,REQ-11-SOC1,REQ-11-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",28
ER-110,Policy,[Policy] Privacy Policy and Review,"Privacy - Data Controller,Privacy - Data Controller & Processor","A.05.34,REQ-78,REQ-80-C,REQ-81,REQ-83,REQ-92-C,REQ-77,A.05.34,REQ-78,REQ-80-C,REQ-81,REQ-83,REQ-92-C,REQ-77,A.05.34,A.05.34,A.05.34,REQ-78,REQ-80-C,REQ-81,REQ-83,REQ-92-C,REQ-77,REQ-78,REQ-80-C,REQ-81,REQ-83,REQ-92-C,REQ-77","ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2,SOC 2",105
ER-159,Policy,[Policy] Employee Handbook,Security,"REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08,REQ-7,REQ-8,A.06.02,A.06.04,A.06.05,A.06.06,A.06.07,REQ-7-SOC1,REQ-8-SOC1,REQ-7-HIPAA,REQ-8-HIPAA,A.06.08","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",153
ER-160,Policy,[Policy] Employee Confidentiality Agreement,Security,"REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA,REQ-9,A.06.06,REQ-9-SOC1,REQ-9-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",154
ER-162,Policy,[Policy] Risk Committee or Board Charter,Security,"REQ-4,REQ-3,09.03.01,REQ-3-SOC1,REQ-4-SOC1","SOC 2,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 1",156
ER-163,Operational,[Operational] Organizational Chart,Security,"REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA,REQ-16,A.05.02,A.05.03,REQ-16-SOC1,REQ-16-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",157
ER-164,Operational,[Operational] Security Roles and Responsibilities,Security,"REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA,REQ-2,05.03,A.05.02,A.05.03,A.05.04,REQ-2-SOC1,REQ-2-HIPAA","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",158
ER-165,Policy,[Policy] Performance Reviews,Security,"REQ-14,REQ-14-SOC1","SOC 2,SOC 1",159
ER-166,Policy,[Policy] Change Management,Security,"REQ-53,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,REQ-53,A.08.32,REQ-53-SOC1,REQ-53-HIPAA,REQ-53,A.08.32,REQ-53-SOC1,REQ-53-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,HIPAA Security",160
ER-167,Policy,"[Policy] Customer Contract, Including Security Commitments",Security,"REQ-5,REQ-67,A.05.14,A.05.20,A.05.21,A.05.22,REQ-5-SOC1,REQ-67-HIPAA","SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,HIPAA Security",161
ER-168,Operational,[Operational] Technical Support Resources for the Service,Security,"REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1,REQ-6,REQ-6-SOC1","SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1,SOC 2,SOC 1",162
ER-169,Policy,[Policy] Risk Management,Security,"REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,08.03","SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022)",163
ER-170,Operational,[Operational] Risk Assessment,Security,"REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,06.01.02,06.01.03,REQ-110-HIPAA,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,08.03,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,08.02,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,REQ-17,REQ-18,REQ-19,REQ-20,06.01.01,08.02,REQ-17-SOC1,REQ-18-SOC1,REQ-19-SOC1,REQ-20-SOC1,REQ-17-HIPAA,REQ-20-HIPAA,REQ-110-HIPAA,06.01.02,06.01.03,08.03,08.02,08.03,08.02,08.03,08.02,08.03,08.02,08.03","SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),HIPAA Security,SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022)",164
ER-171,Configuration,[Configuration] Configuration Management Tool,Security,"REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1,REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1,REQ-52,A.08.04,A.08.16,A.08.25,A.08.26,A.08.27,A.08.28,A.08.29,REQ-52-SOC1","SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1",165
ER-172,Policy,[Policy] Penetration Test,Security,"REQ-44,A.08.08a,REQ-44-SOC1,REQ-45 ,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-44-SOC1,REQ-45 ,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-44-SOC1,REQ-45 ,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA,REQ-44,A.08.08a,REQ-44-SOC1,REQ-45 ,REQ-45-SOC1,REQ-44-HIPAA,REQ-45-HIPAA","SOC 2,ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,HIPAA Security,HIPAA Security,SOC 2,ISO 27001/2 (2022),SOC 1,SOC 2,SOC 1,HIPAA Security,HIPAA Security",166
ER-173,Policy,[Policy] Information Security,Security,"REQ-1,REQ-12,REQ-13,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,09.02.02,09.03.02,09.03.03,A.05.36,07.05.02,07.05.03,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,REQ-1,REQ-12,REQ-13,05.02,A.05.01,06.02,07.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,09.02.02,09.03.02,09.03.03,A.05.36,07.05.02,07.05.03,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,REQ-1,REQ-12,REQ-13,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,REQ-1,REQ-12,REQ-13,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,REQ-1,REQ-12,REQ-13,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36,A.05.06,A.05.03,A.05.08,A.05.31,A.05.35,05.02,A.05.01,06.02,07.05.01,04.01,04.02,04.03,04.04,05.01,05.03,06.01.01,06.03,07.01,07.02,07.03,07.04,08.01,08.02,08.03,09.01,09.02.01,09.03.01,10.01,10.02,06.01.02,06.01.03,07.05.02,07.05.03,09.02.02,09.03.02,09.03.03,06.02,06.03,07.05.01,07.05.02,07.05.03","SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022),ISO 27001/2 (2022)",167
ER-174,Operational,[Operational] Information Security Policy Repository,Security,"REQ-1,REQ-12,REQ-13,05.02,A.05.01,REQ-1-SOC1,REQ-12-SOC1,REQ-13-SOC1,REQ-1-HIPAA,REQ-12-HIPAA,REQ-13-HIPAA,A.05.36","SOC 2,SOC 2,SOC 2,ISO 27001/2 (2022),ISO 27001/2 (2022),SOC 1,SOC 1,SOC 1,HIPAA Security,HIPAA Security,HIPAA Security,ISO 27001/2 (2022)",168
